target,arch,seed,split_by,input_norm,n_aux,val_MAE_log,MAE_log,R2_log,MAE_lin,R2_lin
pgv_fwd,cnn_lstm,0,both,peak,2,0.20484097301959991,0.17446263134479523,0.8247933387756348,0.0032528352458029985,0.5253463983535767
pgv_fwd,cnn_lstm,1,both,peak,2,0.2035776823759079,0.1755344718694687,0.8233141899108887,0.0031094886362552643,0.6213054060935974
pgv_fwd,cnn_lstm,2,both,peak,2,0.21214090287685394,0.1676076203584671,0.8368028998374939,0.0032710086088627577,0.5482950210571289
