target,arch,seed,input_norm,n_aux,val_MAE_log,MAE_log,R2_log,MAE_lin,R2_lin
pgv_fwd,cnn_lstm,0,none,0,0.2125755250453949,0.21252183616161346,0.7724168300628662,0.002370113041251898,0.6901191473007202
pgv_fwd,cnn_lstm,1,none,0,0.22975459694862366,0.22895413637161255,0.7408827543258667,0.0028301733545958996,0.42774391174316406
pgv_fwd,cnn_lstm,2,none,0,0.21694453060626984,0.21605738997459412,0.7690761089324951,0.002875641454011202,0.3481491208076477
