target,arch,seed,split_by,input_norm,n_aux,val_MAE_log,MAE_log,R2_log,MAE_lin,R2_lin
pgv_fwd,cnn_lstm,0,station,peak,2,0.20348693430423737,0.2138698250055313,0.7276259064674377,0.0017619178397580981,0.3030116558074951
pgv_fwd,cnn_lstm,1,station,peak,2,0.21034464240074158,0.22583229839801788,0.7125586867332458,0.0016297008842229843,0.5795750617980957
pgv_fwd,cnn_lstm,2,station,peak,2,0.2081444412469864,0.21239791810512543,0.7339479923248291,0.0018167891539633274,0.2781391143798828
