target,arch,seed,input_norm,n_aux,val_MAE_log,MAE_log,R2_log,MAE_lin,R2_lin
pga_full,cnn_lstm,0,peak,2,0.16488847136497498,0.16906414926052094,0.8649738430976868,0.12387192994356155,0.47382521629333496
pga_full,cnn_lstm,1,peak,2,0.16123107075691223,0.16597098112106323,0.8681024312973022,0.12728196382522583,0.3025476336479187
pga_full,cnn_lstm,2,peak,2,0.16220608353614807,0.16514405608177185,0.8672623038291931,0.12406542897224426,0.4125267267227173
