target,arch,seed,input_norm,n_aux,val_MAE_log,MAE_log,R2_log,MAE_lin,R2_lin
pgv_fwd,cnn_lstm,0,peak,2,0.18132629990577698,0.18456436693668365,0.8294413089752197,0.0025484536308795214,0.5575417876243591
pgv_fwd,cnn_lstm,1,peak,2,0.1825031042098999,0.18788127601146698,0.8264089226722717,0.00264852331019938,0.5089725852012634
pgv_fwd,cnn_lstm,2,peak,2,0.18171028792858124,0.1866532266139984,0.8215898275375366,0.0027340243104845285,0.5204349756240845
