target,arch,seed,input_norm,n_aux,val_MAE_log,MAE_log,R2_log,MAE_lin,R2_lin
pga_fwd,cnn_lstm,0,peak,2,0.17441387474536896,0.17620708048343658,0.8529095649719238,0.0904773622751236,0.43787771463394165
pga_fwd,cnn_lstm,1,peak,2,0.17288054525852203,0.17826439440250397,0.8472645282745361,0.0988043025135994,0.28859829902648926
pga_fwd,cnn_lstm,2,peak,2,0.17388604581356049,0.1763695776462555,0.8536202907562256,0.09214702248573303,0.36771446466445923
