target,arch,seed,split_by,input_norm,n_aux,val_MAE_log,MAE_log,R2_log,MAE_lin,R2_lin
pgv_fwd,cnn_lstm,0,both,peak,2,0.2009369283914566,0.22916099429130554,0.7181305289268494,0.0017788169207051396,0.26464521884918213
pgv_fwd,cnn_lstm,1,both,peak,2,0.2022617608308792,0.23121030628681183,0.7207088470458984,0.0018008026527240872,0.27212411165237427
pgv_fwd,cnn_lstm,2,both,peak,2,0.2011421024799347,0.23014703392982483,0.7182117104530334,0.0018645947566255927,0.2665221095085144
